-1000,6.3477e+05
-998,3.2499e+05
-996,3.0239e+05
-993.99,2.6786e+05
-991.99,2.2935e+05
-989.99,1.9296e+05
-987.99,1.5969e+05
-985.99,1.3291e+05
-983.98,1.1172e+05
-981.98,95146
-979.98,81019
-977.98,70368
-975.98,60571
-973.97,52805
-971.97,46881
-969.97,42468
-967.97,38751
-965.97,36186
-963.96,34901
-961.96,34068
-959.96,34904
-957.96,35506
-955.96,36732
-953.95,39136
-951.95,41741
-949.95,43689
-947.95,46479
-945.95,48881
-943.94,52119
-941.94,54689
-939.94,58283
-937.94,62767
-935.94,69119
-933.93,76347
-931.93,84980
-929.93,93108
-927.93,1.0061e+05
-925.93,1.0601e+05
-923.92,1.0781e+05
-921.92,1.0672e+05
-919.92,1.019e+05
-917.92,95443
-915.92,87041
-913.91,79116
-911.91,69860
-909.91,62375
-907.91,55044
-905.91,48699
-903.9,43156
-901.9,38619
-899.9,34530
-897.9,31056
-895.9,27888
-893.89,25890
-891.89,23673
-889.89,21884
-887.89,20270
-885.89,18592
-883.88,17403
-881.88,16122
-879.88,14907
-877.88,13795
-875.88,12853
-873.87,12191
-871.87,11207
-869.87,10713
-867.87,10006
-865.87,9428
-863.86,8862
-861.86,8791
-859.86,8611
-857.86,8078
-855.86,8050
-853.85,7965
-851.85,7789
-849.85,7770
-847.85,7557
-845.85,7710
-843.84,7526
-841.84,7721
-839.84,7774
-837.84,7689
-835.84,7888
-833.83,7899
-831.83,7973
-829.83,8201
-827.83,8343
-825.83,8408
-823.82,8358
-821.82,8686
-819.82,8760
-817.82,8982
-815.82,9100
-813.81,9244
-811.81,9317
-809.81,9605
-807.81,9627
-805.81,9875
-803.8,10109
-801.8,10162
-799.8,10335
-797.8,10572
-795.8,10691
-793.79,10674
-791.79,10661
-789.79,10964
-787.79,11218
-785.79,11366
-783.78,11488
-781.78,11338
-779.78,11836
-777.78,11529
-775.78,11782
-773.77,11659
-771.77,11846
-769.77,11858
-767.77,11975
-765.77,12097
-763.76,11801
-761.76,11997
-759.76,11784
-757.76,11812
-755.76,11751
-753.75,11752
-751.75,11719
-749.75,11681
-747.75,11455
-745.75,11535
-743.74,11201
-741.74,11126
-739.74,10896
-737.74,10759
-735.74,10659
-733.73,10327
-731.73,10382
