5,1,3.18E+05,47.667,16.549,65983,-4.2105,73.068,90423,-95.169,23.705,10355,220.05,116.87
5,2,1.37E+05,62.396,31.054,50568,36.782,108.59,81772,-89.68,32.733,11733,290.85,89.982
5,3,84899,81.652,49.201,48570,62.249,127.6,75718,-84.406,35.447,5790,317.74,75.274
5,4,3.68E+08,31.241,75.478,-3.68E+08,31.23,75.463,67683,-88.821,29.752,7571.7,289.8,86.357
5,5,-2.31E+05,48.718,10.838,-89019,32.673,17.437,-39424,-103.99,8.3639,2485.8,353.29,31.148
20,1,1.44E+05,44.174,29.576,78680,-16.822,94.883,90793,-103.95,26.061,7701.1,203.33,119.1
20,2,67732,56.101,46.79,71655,2.1431,131.77,61547,-104.92,38.165,7419.1,277.05,103.25
20,3,97194,67.448,81.122,23579,-20.244,40.32,91679,-97.754,51.978,13416,150,161.03
20,4,64824,99.278,51.77,72181,18.696,125.6,73763,-102.31,39.122,5552.4,271.25,88.752
20,5,-1.06E+05,44.454,18.809,-40980,13.665,30.807,-23833,-104.93,12.934,49449,150,82.564
53,1,1.75E+05,45.862,22.961,50201,-0.77961,76.074,56450,-81.368,27.353,15858,207.2,68.528
53,2,1.16E+05,66.123,51.651,43597,-47.419,54.342,40628,-79.051,23.155,25382,212.9,55.368
53,3,85369,75.707,86.902,8.26E+09,-1.03E+05,26429,59844,-69.143,33.874,24452,209.38,22.342
53,4,46785,97.413,20.211,1.05E+05,68.12,55.599,61672,-58.578,46.825,17476,202.34,53.53
53,5,-92571,46.934,11.948,-72535,30.337,18.16,-24907,-92.724,17.898,143.01,345.86,35.876
70,1,1.32E+05,29.982,29.231,57458,-15.203,50.466,1.33E+05,-98.072,30.381,4551.5,178.02,88.426
70,2,-4.31E+07,61.583,79.039,4.32E+07,61.508,79.08,1.29E+05,-96.435,36.902,5805.2,210.66,178.12
70,3,42762,111.88,36.071,91978,10.85,56.613,1.29E+05,-93.68,38.87,20033,150.03,81.6
70,4,66091,102.36,39.77,89043,10.543,56.388,1.13E+05,-92.32,38.137,1249.8,355.36,0.14823
70,5,72161,87.655,46.167,-95725,35.43,28.173,-27624,-104.54,17.594,2898,150.58,1.44E+06
71,1,1.56E+05,40.88,23.514,34034,-34.78,78.455,1.68E+05,-102.35,21.746,8131.9,161.95,105.42
71,2,1.19E+05,52.826,22.593,29912,-15.232,101.12,1.68E+05,-100.15,22.52,15676,150,123.97
71,3,-80141,-0.39769,38.632,1.09E+05,20.552,82.18,1.68E+05,-99.864,22.368,23980,150,66.813
71,4,1.16E+05,63.713,38.069,33773,-49.218,64.26,1.47E+05,-98.616,24.151,11286,150,97.407
71,5,1.06E+05,67.846,34.941,-1.43E+05,40.189,23.904,-35111,-111.78,12.417,1717.7,301.82,95304
92,1,2.11E+05,39.494,22.973,49982,-44.637,63.153,3.03E+05,-96.6,19.33,4366.4,150,121.54
92,2,74425,55.434,34.331,54679,13.189,112.36,2.93E+05,-93.757,25.819,6729.9,150,147.55
92,3,98185,59.353,81.261,1.42E+05,-83.424,37.977,1.69E+05,-97.31,21.284,2182.2,303.16,72.486
92,4,1.45E+05,59.909,42.546,68201,-55.88,52.869,2.84E+05,-93.671,22.726,3906.8,150,190.3
92,5,1.65E+05,64.032,32.319,-2.10E+05,43.153,22.125,69455,-70.792,18.988,2463.8,150,227.94
100,1,-84422,75.955,27.376,1.50E+05,40.528,56.132,2.22E+05,-97.986,26.809,3880.8,150,408.32
100,2,77865,51.123,31.743,46939,0.96717,101.66,2.16E+05,-95.884,22.757,8572.2,150,131.1
