100,3,-7.87E+08,7.0503,71.579,7.87E+08,7.053,71.585,2.21E+05,-95.609,19.729,4744.4,235.88,58.669
100,4,1.09E+05,62.248,49.389,46432,-46.319,60.225,2.02E+05,-92.887,22.113,5366.8,204.67,95.155
100,5,92201,76.949,29.103,-80873,30.898,30.942,-77918,-115.04,14.176,2939.7,304.31,4.90E+05
102,1,1.21E+05,37.64,22.841,43536,-40.72,69.932,2.50E+05,-100.67,18.3,6417.9,180.04,133.09
102,2,75687,46.845,37.618,44344,-57.249,53.438,2.04E+05,-98.413,21.114,11837,150,157.48
102,3,1.16E+08,11.552,72.398,-1.16E+08,11.544,72.365,2.14E+05,-97.028,19.396,8418.2,213.03,68.541
102,4,86613,63.33,32.5,43521,-33.794,71.782,2.20E+05,-95.158,20.157,8460.5,150,131.76
102,5,1.14E+05,61.012,29.859,-1.39E+05,41.217,21.868,-76799,-110.34,10.91,1070.4,297.2,13.788
121,1,2.05E+05,50.638,27.426,45126,-44.677,77.201,1.43E+05,-109.2,24.064,8515.7,178.69,229.71
121,2,1.15E+05,64.413,29.465,46601,30.241,137.3,1.26E+05,-101.6,30.147,10892,310.31,117.62
121,3,70901,66.39,23.61,62503,79.3,144.15,1.25E+05,-97.006,32.763,4727.8,357.31,60.13
121,4,1.33E+05,79.494,47.054,50931,-59.204,55.113,1.14E+05,-100.76,23.141,14624,150,192.9
121,5,-1.16E+05,50.554,12.788,-83135,31.354,20.616,-74101,-121.78,14.077,41782,150,101.89
122,1,2.73E+05,39.157,22.054,1.04E+05,-13.978,58.777,4488.1,-170.04,38.108,14414,150.97,111.33
122,2,1.68E+05,47.262,25.054,87502,1.5563,86.859,-15340,-100.74,31.692,13816,150,197.27
122,3,5.46E+06,-18.323,87.859,-60469,5.2694,25.237,-5.35E+06,-19.7,87.215,24628,150.02,99.249
122,4,2.11E+05,64.226,34.214,92164,-0.60853,54.423,11690,158.74,80.807,2640.2,150.2,3.86E+05
122,5,2.38E+05,63.658,31.963,-2.73E+05,40.713,23.349,-33046,-50.167,32.972,282.41,318.01,79.88
